image,width,height,class,min_x,min_y,max_x,max_y
^004040.png,342,500,bus,3,203,209,402
^004040.png,342,500,person,184,323,198,348
^004040.png,342,500,person,215,334,233,389
^004040.png,342,500,person,234,334,245,383
^004040.png,342,500,person,246,332,256,385
^004040.png,342,500,person,266,334,280,388
^004040.png,342,500,person,284,338,297,391
^004040.png,342,500,person,298,335,321,401
^004040.png,342,500,person,325,342,341,394
^004043.png,640,480,car,492,263,537,306
^004043.png,640,480,car,531,261,558,296
^004043.png,640,480,car,160,255,345,373
^004043.png,640,480,car,2,253,218,425
^004046.png,400,300,dog,110,30,289,300
^004047.png,375,500,dog,4,169,261,500
^004047.png,375,500,cat,267,143,358,205
^004049.png,500,375,motorbike,126,71,500,361
^004049.png,500,375,motorbike,84,65,362,270
^004049.png,500,375,person,2,80,60,255
^004049.png,500,375,person,25,73,82,235
^004051.png,500,375,bicycle,234,208,358,375
^004051.png,500,375,bicycle,147,204,243,369
^004051.png,500,375,person,225,92,353,363
^004051.png,500,375,person,136,89,235,340
^004052.png,500,333,horse,199,74,394,305
^004052.png,500,333,person,96,153,164,259
^004053.png,640,480,sheep,82,92,480,412
^004054.png,375,500,person,295,336,336,404
^004055.png,500,320,cat,2,28,480,319
^004060.png,500,375,person,452,193,494,292
^004060.png,500,375,bus,159,71,404,296
^004060.png,500,375,bus,397,135,483,227
^004060.png,500,375,bus,3,2,124,368
^004060.png,500,375,car,118,199,160,262
^004062.png,500,375,dog,91,110,289,374
^004063.png,640,480,car,68,127,482,401
^004063.png,640,480,car,1,89,78,228
^004063.png,640,480,person,388,112,402,129
^004064.png,500,375,cat,30,15,500,277
^004066.png,500,375,cow,214,146,291,220
^004068.png,640,480,car,173,93,543,287
^004068.png,640,480,car,520,110,640,217
^004068.png,640,480,car,2,69,34,90
^004070.png,640,480,car,553,209,584,235
^004070.png,640,480,car,194,221,301,273
^004070.png,640,480,person,178,220,194,265
^004070.png,640,480,person,160,217,177,264
^004072.png,640,480,sheep,348,129,521,289
^004072.png,640,480,sheep,195,104,441,332
^004073.png,500,323,dog,119,54,413,314
^004078.png,500,333,person,295,80,426,332
^004078.png,500,333,person,471,60,500,217
^004078.png,500,333,person,438,150,495,214
^004078.png,500,333,person,351,61,393,125
^004078.png,500,333,person,107,36,181,220
^004078.png,500,333,horse,4,132,235,333
^004083.png,500,209,cat,167,52,490,194
^004084.png,640,480,car,107,50,526,470
^004084.png,640,480,car,556,116,640,351
^004090.png,316,500,motorbike,2,351,252,500
^004090.png,316,500,person,3,185,139,500
^004092.png,500,333,cow,168,3,464,333
^004093.png,500,333,person,252,131,331,316
^004093.png,500,333,person,143,126,210,318
^004093.png,500,333,bicycle,87,201,258,309
^004094.png,640,480,person,299,213,361,376
^004094.png,640,480,person,370,147,435,340
^004094.png,640,480,person,298,165,316,207
^004096.png,640,480,car,188,187,408,311
^004100.png,500,375,sheep,257,259,323,315
^004100.png,500,375,sheep,137,251,240,317
^004100.png,500,375,sheep,79,252,157,312
^004100.png,500,375,sheep,59,248,132,298
^004100.png,500,375,sheep,183,249,205,260
^004101.png,375,500,motorbike,8,267,375,498
^004102.png,500,375,dog,157,68,500,375
^004102.png,500,375,person,3,4,258,373
^004105.png,500,375,horse,39,76,382,370
^004106.png,480,640,cow,98,56,407,594
^004108.png,500,333,person,140,19,185,93
^004108.png,500,333,person,160,63,292,226
^004108.png,500,333,motorbike,100,105,307,255
^004109.png,500,409,dog,30,54,347,409
^004111.png,640,480,person,341,129,411,298
^004111.png,640,480,person,300,139,352,308
^004113.png,333,500,person,86,127,208,305
^004113.png,333,500,horse,90,203,195,404
^004115.png,480,360,dog,175,36,439,220
^004115.png,480,360,dog,16,75,393,336
^004120.png,500,375,cat,4,2,479,352
^004121.png,640,480,car,291,175,499,288
^004122.png,500,361,motorbike,241,146,320,272
^004122.png,500,361,car,169,106,188,117
^004122.png,500,361,car,94,106,127,116
^004122.png,500,361,person,240,96,348,174
^004124.png,640,480,person,169,66,479,398
^004127.png,640,480,car,29,138,593,391
^004127.png,640,480,bicycle,281,95,325,131
^004127.png,640,480,person,292,68,313,130
^004131.png,640,480,sheep,327,95,512,231
^004131.png,640,480,sheep,427,2,608,56
^004132.png,500,375,motorbike,111,183,267,344
^004132.png,500,375,motorbike,260,179,403,309
^004134.png,500,333,cat,26,57,454,323
^004136.png,500,375,cat,129,2,496,375
^004137.png,640,480,cow,270,169,640,480
^004137.png,640,480,cow,50,120,409,413
^004139.png,374,500,bus,38,288,317,365
^004140.png,500,374,cow,1,92,296,374
^004141.png,500,332,cow,89,165,234,282
^004141.png,500,332,person,336,138,389,289
^004146.png,406,500,cat,159,235,399,431
^004146.png,406,500,cat,46,68,268,427
^004150.png,500,333,bus,308,109,399,203
^004150.png,500,333,car,409,146,428,162
^004154.png,500,282,horse,15,2,408,271
^004154.png,500,282,person,343,45,492,179
^004156.png,500,375,bicycle,206,103,267,174
^004156.png,500,375,bicycle,332,147,358,181
^004156.png,500,375,person,414,262,500,375
^004156.png,500,375,person,223,73,270,142
^004156.png,500,375,person,343,135,361,168
^004156.png,500,375,car,5,117,58,138
^004156.png,500,375,car,44,118,74,135
^004157.png,640,480,sheep,201,158,450,295
^004160.png,480,640,person,79,315,173,596
^004161.png,500,375,dog,131,80,409,284
^004163.png,640,480,car,351,241,406,278
^004163.png,640,480,car,252,240,271,269
^004163.png,640,480,car,46,250,99,278
^004163.png,640,480,bus,129,133,260,307
^004164.png,500,375,motorbike,170,93,500,337
^004164.png,500,375,person,256,25,433,375
^004164.png,500,375,person,195,20,280,365
^004167.png,500,375,cat,4,131,378,271
^004168.png,640,480,sheep,106,87,491,409
^004169.png,500,375,motorbike,46,3,498,357
^004172.png,500,375,cat,3,178,414,375
^004173.png,500,377,cat,2,2,390,377
^004174.png,444,500,dog,274,269,380,397
^004181.png,640,480,dog,177,146,487,425
^004182.png,480,616,person,97,101,453,615
^004184.png,500,321,person,4,2,127,259
^004184.png,500,321,person,92,26,229,305
^004184.png,500,321,bicycle,135,108,260,320
^004185.png,315,500,cat,83,150,255,442
^004186.png,375,500,motorbike,20,29,375,499
^004190.png,500,375,cat,68,38,337,293
^004191.png,500,333,dog,210,28,326,284
^004193.png,500,375,cow,166,59,373,269
^004193.png,500,375,person,36,4,69,62
^004194.png,500,333,bicycle,73,171,234,292
^004194.png,500,333,person,93,113,208,266
^004197.png,640,480,car,95,13,563,458
^004198.png,500,373,cat,88,1,489,373
^004199.png,640,480,car,496,179,640,271
^004199.png,640,480,car,42,190,281,266
^004199.png,640,480,person,523,165,547,185
^004199.png,640,480,person,333,170,391,277
^004199.png,640,480,bicycle,304,220,393,281
^004201.png,500,327,dog,61,44,398,308
^004205.png,500,318,cat,22,55,375,282
^004205.png,500,318,cat,151,105,481,240
^004207.png,500,333,cow,2,11,377,333
^004208.png,500,333,horse,205,133,320,315
^004208.png,500,333,horse,86,140,173,315
^004208.png,500,333,person,97,103,167,234
^004208.png,500,333,person,219,84,311,237
^004211.png,640,425,car,1,86,551,317
^004211.png,640,425,person,554,92,615,276
^004212.png,640,480,sheep,300,196,390,307
^004215.png,640,480,cow,144,40,409,433
^004217.png,640,480,cow,95,26,556,390
^004217.png,640,480,cow,1,208,113,360
^004217.png,640,480,sheep,172,277,288,377
^004217.png,640,480,sheep,304,312,352,375
^004217.png,640,480,sheep,567,266,640,335
^004217.png,640,480,cow,504,209,640,291
^004218.png,500,375,motorbike,5,98,493,300
^004218.png,500,375,person,155,54,407,301
^004220.png,375,500,dog,64,81,326,500
^004225.png,500,334,car,330,1,445,72
^004225.png,500,334,car,436,1,500,73
^004225.png,500,334,motorbike,3,17,500,315
^004226.png,500,333,sheep,261,127,461,262
^004226.png,500,333,sheep,36,122,199,264
^004228.png,640,480,car,40,109,595,369
^004229.png,500,375,dog,51,105,186,373
^004230.png,500,377,cat,90,189,367,377
^004230.png,500,377,cat,178,107,461,276
^004233.png,500,375,person,148,39,313,268
^004233.png,500,375,motorbike,4,206,496,371
^004236.png,480,640,dog,50,152,318,634
^004239.png,640,480,car,344,186,640,426
^004239.png,640,480,bicycle,342,224,400,307
^004239.png,640,480,person,339,163,404,288
^004240.png,500,333,horse,85,39,354,333
^004242.png,375,500,motorbike,194,212,268,320
^004242.png,375,500,person,206,174,262,274
^004242.png,375,500,person,140,204,177,300
^004244.png,500,375,dog,3,1,500,367
^004245.png,500,375,cat,53,112,454,374
^004246.png,446,500,dog,40,97,415,500
^004248.png,640,480,bicycle,47,77,568,421
^004249.png,640,480,car,324,273,388,327
^004254.png,375,500,person,2,121,374,500
^004256.png,500,375,cat,1,57,499,300
^004257.png,500,333,horse,1,53,325,333
^004259.png,500,375,motorbike,7,65,478,314
^004259.png,500,375,person,60,16,302,288
^004260.png,480,640,car,54,292,407,566
^004260.png,480,640,car,1,322,144,458
^004264.png,500,375,cat,58,63,422,280
^004264.png,500,375,cat,102,61,500,375
^004265.png,640,480,cow,95,79,587,369
^004266.png,500,375,bicycle,238,236,412,357
^004266.png,500,375,person,305,186,373,361
^004271.png,500,375,bus,241,208,466,296
^004272.png,640,425,person,180,167,217,279
^004272.png,640,425,person,148,173,193,283
^004273.png,640,480,sheep,193,187,473,415
^004274.png,375,500,bicycle,138,224,217,408
^004274.png,375,500,car,33,135,107,203
^004274.png,375,500,car,3,147,36,167
^004274.png,375,500,car,199,143,227,168
^004274.png,375,500,person,78,118,191,416
^004274.png,375,500,person,238,110,337,382
^004274.png,375,500,person,192,159,241,309
^004274.png,375,500,person,184,143,199,171
^004276.png,640,480,bus,231,149,514,270
^004276.png,640,480,car,522,224,640,278
^004277.png,500,375,cat,163,102,321,312
^004279.png,332,500,dog,16,67,332,500
^004280.png,640,480,car,130,32,529,448
^004283.png,500,342,cow,264,110,433,233
^004285.png,640,480,sheep,158,80,455,412
^004286.png,640,480,car,28,188,608,427
^004290.png,402,500,dog,131,11,401,393
^004294.png,640,480,cow,82,121,542,414
^004295.png,640,480,car,56,82,597,378
^004296.png,500,375,sheep,74,93,350,372
^004298.png,500,437,horse,83,45,499,437
^004301.png,640,480,car,522,61,640,325
^004301.png,640,480,car,83,27,570,477
^004301.png,640,480,car,1,70,47,260
^004302.png,500,375,dog,3,2,461,372
^004304.png,500,387,cow,58,143,247,362
^004304.png,500,387,cow,150,83,500,387
^004305.png,500,332,bus,66,73,422,268
^004305.png,500,332,bus,1,141,74,236
^004309.png,640,480,car,37,132,602,383
^004311.png,500,358,dog,61,40,331,302
^004312.png,500,342,cat,9,3,497,342
^004314.png,500,375,person,64,87,217,269
^004314.png,500,375,bicycle,37,144,243,338
^004315.png,500,375,motorbike,32,40,454,317
^004315.png,500,375,bicycle,192,4,298,109
^004315.png,500,375,bicycle,316,14,472,140
^004315.png,500,375,car,1,8,58,120
^004318.png,500,368,motorbike,64,115,460,326
^004318.png,500,368,person,220,46,404,298
^004319.png,640,480,car,31,142,625,388
^004321.png,500,375,cat,3,129,413,339
^004323.png,500,333,bus,354,49,494,279
^004323.png,500,333,person,422,135,475,261
^004323.png,500,333,person,379,135,418,250
^004323.png,500,333,person,309,93,385,313
^004323.png,500,333,person,135,89,210,278
^004323.png,500,333,person,1,76,85,266
^004323.png,500,333,person,199,146,216,204
^004326.png,500,375,bicycle,38,72,465,329
^004328.png,640,480,car,49,158,608,398
^004330.png,640,480,car,570,316,626,335
^004330.png,640,480,car,170,329,271,372
^004330.png,640,480,car,235,324,288,345
^004330.png,640,480,car,127,330,179,346
^004330.png,640,480,car,83,324,130,344
^004330.png,640,480,car,477,327,540,355
^004330.png,640,480,car,3,326,31,341
^004330.png,640,480,car,1,337,73,374
^004332.png,500,375,cat,230,17,481,369
^004338.png,500,375,cat,2,1,409,375
^004339.png,468,500,dog,2,13,402,498
^004341.png,500,333,car,161,125,499,333
^004341.png,500,333,person,221,54,434,333
^004341.png,500,333,person,1,40,215,333
^004342.png,500,333,horse,312,4,500,333
^004342.png,500,333,horse,16,4,281,331
^004347.png,374,500,motorbike,43,35,305,450
^004347.png,374,500,person,268,4,303,109
^004350.png,375,500,horse,39,217,371,500
^004350.png,375,500,person,143,99,301,495
^004352.png,640,480,person,258,82,383,420
^004352.png,640,480,person,125,112,244,431
^004352.png,640,480,person,54,94,90,178
^004353.png,500,375,bus,206,95,417,259
^004353.png,500,375,bus,91,138,209,248
^004353.png,500,375,bus,40,168,91,238
^004353.png,500,375,person,419,185,447,281
^004353.png,500,375,motorbike,394,216,497,285
^004355.png,500,378,dog,79,18,500,377
^004356.png,640,480,bicycle,88,86,542,427
^004357.png,640,480,car,50,2,571,458
^004358.png,500,333,dog,100,44,408,302
^004358.png,500,333,person,4,2,90,312
^004359.png,640,480,bicycle,321,119,592,327
^004359.png,640,480,bicycle,60,160,231,480
^004360.png,640,480,person,55,123,292,479
^004360.png,640,480,cow,494,321,618,478
^004360.png,640,480,cow,542,211,640,397
^004360.png,640,480,cow,542,179,640,253
^004360.png,640,480,cow,467,171,545,354
^004360.png,640,480,cow,333,163,473,320
^004361.png,500,375,bus,1,103,186,292
^004361.png,500,375,bus,204,141,368,285
^004361.png,500,375,car,293,237,412,319
^004361.png,500,375,bus,421,168,493,281
^004361.png,500,375,bus,364,178,412,260
^004364.png,500,375,cat,199,151,260,216
^004365.png,500,333,sheep,410,188,468,245
^004365.png,500,333,sheep,416,171,468,192
^004365.png,500,333,sheep,217,146,267,222
^004365.png,500,333,sheep,142,127,189,199
^004365.png,500,333,sheep,95,11,152,66
^004365.png,500,333,sheep,72,56,123,121
^004365.png,500,333,sheep,10,57,68,141
^004365.png,500,333,sheep,19,207,78,286
^004368.png,640,480,car,186,221,380,280
^004371.png,500,375,cow,82,206,231,291
^004375.png,640,480,car,89,112,516,466
^004377.png,500,375,dog,68,149,500,374
^004377.png,500,375,dog,3,54,472,220
^004382.png,640,425,person,566,27,607,151
^004382.png,640,425,bicycle,280,90,447,246
^004383.png,500,375,sheep,199,176,244,209
^004388.png,500,342,cat,73,3,380,341
^004389.png,640,480,cow,68,88,493,372
^004391.png,415,500,motorbike,236,118,361,341
^004391.png,415,500,person,225,38,356,261
^004393.png,500,333,cat,91,89,434,309
^004394.png,640,480,car,87,38,546,465
^004396.png,640,480,horse,159,207,337,339
^004396.png,640,480,horse,302,168,459,286
^004396.png,640,480,horse,435,160,562,252
^004396.png,640,480,horse,334,99,410,153
^004396.png,640,480,horse,233,99,266,165
^004396.png,640,480,horse,587,133,640,165
^004396.png,640,480,horse,576,158,640,227
^004398.png,640,480,cow,29,112,184,393
^004398.png,640,480,cow,300,117,563,366
^004403.png,640,480,bus,55,127,290,368
^004403.png,640,480,car,4,289,26,307
^004405.png,500,419,dog,82,69,436,419
^004405.png,500,419,person,1,1,275,419
^004406.png,500,333,dog,75,1,373,333
^004407.png,500,375,motorbike,228,242,359,322
^004407.png,500,375,person,288,201,341,307
^004407.png,500,375,person,262,206,315,308
^004409.png,640,480,cow,180,136,409,450
^004410.png,375,500,cat,189,147,373,300
^004415.png,640,480,bicycle,80,25,586,459
^004417.png,640,480,cow,37,75,588,387
^004418.png,375,500,person,36,118,341,500
^004420.png,500,375,cat,150,59,378,293
^004422.png,402,500,cat,42,43,402,500
^004425.png,500,375,dog,3,103,360,374
^004427.png,640,480,bus,264,27,595,370
^004427.png,640,480,car,210,261,271,334
^004428.png,640,480,sheep,363,208,480,313
^004428.png,640,480,sheep,329,262,460,357
^004428.png,640,480,sheep,175,266,300,368
^004431.png,640,480,sheep,165,107,552,422
^004432.png,640,480,car,47,149,592,383
^004432.png,640,480,car,603,256,640,341
^004434.png,500,333,cow,299,107,454,164
^004434.png,500,333,cow,19,120,284,248
^004434.png,500,333,cow,95,113,134,136
^004437.png,500,375,bus,61,39,340,231
^004437.png,500,375,person,330,141,349,194
^004437.png,500,375,person,363,137,385,199
^004437.png,500,375,person,386,147,409,199
^004437.png,500,375,person,468,134,496,199
^004438.png,500,375,dog,19,15,500,375
^004439.png,640,480,car,77,108,521,423
^004440.png,640,478,car,65,215,383,344
^004440.png,640,478,car,411,212,581,299
^004441.png,500,333,cat,178,125,416,217
^004445.png,640,480,bicycle,26,44,600,448
^004446.png,640,480,cow,79,75,551,398
^004448.png,640,480,car,28,157,599,391
^004450.png,500,293,person,69,94,198,247
^004450.png,500,293,person,1,75,372,293
^004450.png,500,293,person,206,2,500,293
^004451.png,640,480,sheep,185,175,428,374
^004453.png,500,375,cat,183,3,327,341
^004456.png,640,480,cow,177,151,488,350
^004459.png,640,480,car,38,165,544,369
^004460.png,640,480,bicycle,33,63,580,410
^004461.png,500,375,dog,202,141,316,290
^004461.png,500,375,cat,166,181,249,266
^004463.png,422,409,person,207,22,422,409
^004463.png,422,409,person,1,62,243,409
^004466.png,360,500,horse,2,37,346,498
^004467.png,500,375,bus,54,37,448,298
^004467.png,500,375,bus,447,121,475,181
^004467.png,500,375,person,463,140,485,192
^004467.png,500,375,person,316,129,392,315
^004467.png,500,375,person,291,138,337,285
^004470.png,500,333,sheep,74,172,171,308
^004470.png,500,333,sheep,321,192,340,214
^004470.png,500,333,sheep,232,192,250,211
^004471.png,640,480,bicycle,46,41,613,478
^004474.png,640,480,car,463,375,623,480
^004474.png,640,480,car,1,349,142,452
^004474.png,640,480,car,155,375,202,411
^004474.png,640,480,car,264,376,306,407
^004474.png,640,480,car,337,377,367,405
^004474.png,640,480,car,392,379,425,404
^004475.png,500,334,sheep,142,42,429,334
^004475.png,500,334,sheep,71,125,136,215
^004476.png,640,480,bicycle,44,102,551,473
^004477.png,500,333,person,184,68,390,328
^004477.png,500,333,person,7,16,204,333
^004481.png,640,480,bicycle,101,69,596,476
^004485.png,500,375,motorbike,56,1,496,372
^004486.png,500,375,motorbike,1,2,496,366
^004487.png,640,480,sheep,166,120,517,378
^004488.png,480,640,person,339,385,406,544
^004488.png,480,640,person,130,354,206,526
^004489.png,333,500,dog,36,126,225,471
^004489.png,333,500,dog,129,46,304,353
^004490.png,500,400,car,104,206,113,216
^004490.png,500,400,car,120,207,138,226
^004490.png,500,400,car,132,208,148,231
^004490.png,500,400,car,146,202,160,234
^004490.png,500,400,bus,159,155,297,252
^004494.png,500,375,cat,64,19,465,298
^004497.png,500,375,horse,146,202,373,375
^004497.png,500,375,person,110,192,196,368
^004498.png,375,500,cat,108,60,235,187
^004501.png,332,500,horse,124,183,264,437
^004501.png,332,500,person,129,90,279,330
^004503.png,392,500,cat,56,42,317,427
^004508.png,500,377,dog,6,123,403,377
^004509.png,640,480,bicycle,70,60,609,429
^004510.png,640,480,bicycle,19,43,593,470
^004510.png,640,480,car,3,2,565,185
^004511.png,640,480,cow,55,86,512,455
^004514.png,640,480,car,34,103,601,335
^004514.png,640,480,car,602,91,640,135
^004514.png,640,480,car,132,83,487,178
^004514.png,640,480,car,506,91,582,150
^004514.png,640,480,car,469,74,535,113
^004516.png,310,410,dog,96,199,248,389
^004517.png,500,375,cat,2,8,387,372
^004519.png,500,329,cat,51,43,243,218
^004520.png,500,375,motorbike,171,231,337,314
^004520.png,500,375,person,73,158,154,375
^004522.png,640,480,sheep,146,65,511,403
^004523.png,361,500,person,82,207,122,331
^004523.png,361,500,bus,2,80,35,283
^004523.png,361,500,bus,41,98,178,265
^004523.png,361,500,person,1,46,361,500
^004527.png,500,394,cat,151,71,333,236
^004530.png,375,500,motorbike,56,92,338,495
^004530.png,375,500,car,322,140,375,277
^004532.png,500,320,dog,17,3,472,311
^004532.png,500,320,person,361,4,496,202
^004535.png,500,375,sheep,22,104,285,279
^004535.png,500,375,sheep,252,120,500,375
^004536.png,500,375,person,255,36,342,179
^004536.png,500,375,motorbike,253,88,343,215
^004541.png,500,375,sheep,155,146,314,233
^004542.png,500,333,horse,1,38,262,333
^004543.png,640,480,bicycle,79,99,579,437
^004544.png,500,359,bicycle,113,149,282,352
^004544.png,500,359,person,143,60,260,314
^004546.png,500,375,motorbike,10,46,500,298
^004549.png,640,480,car,141,101,179,145
^004549.png,640,480,car,2,101,32,122
^004549.png,640,480,car,32,105,67,136
^004549.png,640,480,car,58,82,148,155
^004549.png,640,480,person,167,103,283,320
^004549.png,640,480,bicycle,175,198,273,374
^004550.png,640,480,sheep,321,234,580,318
^004550.png,640,480,sheep,53,191,230,322
^004552.png,500,375,horse,404,54,500,139
^004552.png,500,375,horse,318,70,439,204
^004552.png,500,375,horse,105,19,355,315
^004554.png,640,480,sheep,76,179,373,461
^004554.png,640,480,sheep,111,58,473,372
^004555.png,500,375,cat,89,110,380,330
^004558.png,500,375,person,238,128,400,374
^004558.png,500,375,person,176,114,267,375
^004558.png,500,375,person,134,142,224,375
^004558.png,500,375,motorbike,177,195,500,375
^004559.png,640,480,sheep,38,27,553,435
^004561.png,500,375,bicycle,1,84,450,375
^004561.png,500,375,bicycle,164,8,385,316
^004561.png,500,375,person,234,1,324,138
^004562.png,500,338,cat,275,81,404,200
^004567.png,640,480,bicycle,40,67,547,451
^004568.png,500,336,person,261,101,318,272
^004568.png,500,336,person,397,121,409,159
^004568.png,500,336,bicycle,398,142,408,160
^004568.png,500,336,bicycle,200,170,340,289
^004570.png,500,287,motorbike,377,162,466,235
^004570.png,500,287,motorbike,106,158,188,218
^004570.png,500,287,person,328,145,425,231
^004570.png,500,287,person,40,138,146,212
^004571.png,326,500,bus,49,300,254,466
^004571.png,326,500,car,256,398,297,435
^004574.png,500,375,bus,48,144,472,272
^004574.png,500,375,car,472,214,499,238
^004574.png,500,375,person,20,208,49,269
^004579.png,375,500,bicycle,107,181,183,281
^004579.png,375,500,person,114,118,170,247
^004580.png,333,500,horse,206,206,332,296
^004580.png,333,500,horse,36,4,213,450
^004581.png,500,375,sheep,305,209,392,334
^004581.png,500,375,sheep,29,240,65,259
^004581.png,500,375,sheep,395,214,442,237
^004582.png,500,375,bicycle,260,153,313,243
^004582.png,500,375,person,249,113,315,209
^004582.png,500,375,car,175,184,232,201
^004583.png,500,375,sheep,1,30,313,375
^004585.png,640,480,car,34,140,591,393
^004586.png,333,500,cat,88,334,273,417
^004586.png,333,500,cat,114,367,333,463
^004587.png,640,480,cow,43,47,527,437
^004589.png,640,480,sheep,184,191,463,385
^004591.png,500,366,bicycle,264,156,436,300
^004592.png,500,332,dog,54,2,347,331
^004595.png,640,480,car,29,139,607,383
^004596.png,500,333,bus,206,61,294,110
^004596.png,500,333,bus,149,61,204,104
^004596.png,500,333,bus,111,66,149,105
^004596.png,500,333,bus,77,71,108,102
^004596.png,500,333,bus,44,72,68,102
^004596.png,500,333,bus,1,52,44,135
^004598.png,640,480,bicycle,53,69,604,469
^004602.png,640,480,car,41,189,599,394
^004603.png,333,500,cat,97,135,296,440
^004604.png,480,640,person,10,55,447,640
^004604.png,480,640,person,1,156,110,482
^004605.png,500,333,cow,55,2,500,333
^004607.png,640,480,car,63,36,524,428
^004607.png,640,480,car,593,145,640,329
^004607.png,640,480,car,1,105,48,304
^004609.png,333,500,dog,4,47,325,495
^004610.png,640,480,sheep,121,64,543,417
^004612.png,500,375,cat,117,39,287,375
^004613.png,500,375,person,182,68,261,233
^004613.png,500,375,person,378,85,450,330
^004613.png,500,375,horse,76,121,440,351
^004616.png,500,401,dog,67,38,456,400
^004617.png,640,480,car,201,182,434,279
^004618.png,500,333,motorbike,145,148,462,302
^004618.png,500,333,person,242,64,365,281
^004619.png,500,406,car,1,27,181,239
^004619.png,500,406,motorbike,49,86,476,355
^004619.png,500,406,person,184,28,360,317
^004619.png,500,406,bicycle,187,4,212,61
^004619.png,500,406,bicycle,83,3,111,56
^004619.png,500,406,bicycle,46,3,68,32
^004619.png,500,406,bicycle,23,3,44,31
^004625.png,480,360,dog,47,55,432,331
^004626.png,640,480,cow,83,171,394,428
^004630.png,640,480,car,186,188,520,364
^004630.png,640,480,car,229,167,311,192
^004630.png,640,480,car,317,166,377,193
^004630.png,640,480,car,37,170,91,185
^004630.png,640,480,car,75,177,105,192
^004631.png,640,480,sheep,122,71,477,479
^004632.png,500,375,bicycle,241,192,339,361
^004632.png,500,375,bicycle,79,204,178,375
^004632.png,500,375,bicycle,398,54,454,106
^004632.png,500,375,bicycle,305,48,362,103
^004632.png,500,375,person,229,82,336,320
^004632.png,500,375,person,68,80,179,333
^004632.png,500,375,person,420,17,464,104
^004632.png,500,375,person,364,5,387,100
^004632.png,500,375,person,330,1,369,102
^004632.png,500,375,person,284,10,319,99
^004634.png,640,480,car,84,63,525,427
^004638.png,640,480,cow,92,35,640,480
^004639.png,500,389,cat,149,36,430,388
^004639.png,500,389,cat,52,97,108,151
^004640.png,640,480,car,66,33,511,457
^004640.png,640,480,car,1,94,113,320
^004644.png,640,480,sheep,241,160,489,327
^004645.png,640,480,cat,29,17,510,408
^004646.png,500,375,dog,100,71,288,314
^004646.png,500,375,dog,286,61,441,281
^004646.png,500,375,dog,190,222,471,375
^004647.png,640,480,cow,76,153,503,412
^004649.png,640,480,car,219,243,300,284
^004649.png,640,480,car,143,250,209,284
^004649.png,640,480,car,194,255,220,281
^004649.png,640,480,person,401,239,416,285
^004649.png,640,480,person,413,242,422,281
^004652.png,500,333,bus,2,147,251,280
^004652.png,500,333,person,208,224,242,332
^004652.png,500,333,person,3,202,49,333
^004653.png,426,500,cat,53,40,424,500
^004655.png,500,375,sheep,111,153,273,264
^004656.png,500,333,cow,288,115,312,140
^004656.png,500,333,cow,18,110,87,150
^004656.png,500,333,cow,225,121,433,262
^004656.png,500,333,cow,47,115,237,248
^004659.png,500,375,car,423,188,446,206
^004659.png,500,375,car,407,186,423,197
^004659.png,500,375,person,355,177,392,270
^004659.png,500,375,bicycle,354,217,393,290
^004662.png,500,375,car,211,168,447,290
^004662.png,500,375,car,94,166,308,275
^004662.png,500,375,car,1,141,179,260
^004662.png,500,375,person,236,151,281,205
^004662.png,500,375,person,440,152,479,267
^004662.png,500,375,person,471,160,495,213
^004663.png,640,480,car,51,106,599,372
^004664.png,640,480,car,83,287,114,307
^004665.png,640,480,bus,127,129,460,316
^004665.png,640,480,car,458,254,640,357
^004665.png,640,480,person,376,233,393,266
^004665.png,640,480,person,219,250,227,264
^004665.png,640,480,person,208,251,218,266
^004665.png,640,480,person,197,251,209,265
^004665.png,640,480,person,196,241,205,250
^004665.png,640,480,person,182,241,191,260
^004669.png,500,377,cat,164,157,500,341
^004669.png,500,377,cat,140,42,394,309
^004671.png,640,480,car,28,83,611,357
^004672.png,500,375,bus,164,103,328,223
^004672.png,500,375,person,392,168,407,211
^004672.png,500,375,person,426,167,442,217
^004672.png,500,375,person,468,163,492,221
^004673.png,500,375,dog,139,4,500,294
^004675.png,500,353,person,257,49,336,333
^004675.png,500,353,horse,68,68,262,317
^004677.png,500,333,cat,2,1,482,333
^004683.png,640,480,sheep,48,107,514,423
^004684.png,500,375,person,377,280,485,375
^004684.png,500,375,person,297,117,404,313
^004684.png,500,375,person,231,177,309,375
^004684.png,500,375,person,144,168,189,308
^004684.png,500,375,person,104,188,133,320
^004684.png,500,375,person,23,133,89,307
^004688.png,500,375,dog,193,110,353,340
^004689.png,500,374,cat,3,80,317,258
^004690.png,500,375,motorbike,52,37,472,315
^004691.png,640,480,sheep,381,306,491,387
^004691.png,640,480,sheep,179,310,239,402
^004692.png,500,469,horse,58,173,139,405
^004692.png,500,469,horse,153,168,261,406
^004692.png,500,469,horse,352,197,478,409
^004695.png,375,500,cow,43,75,365,475
^004695.png,375,500,cow,320,159,375,399
^004696.png,500,375,cat,213,84,341,156
^004698.png,640,480,car,39,128,607,352
^004700.png,500,375,motorbike,224,233,348,354
^004703.png,640,480,car,29,92,621,364
^004704.png,500,375,horse,41,88,455,370
^004704.png,500,375,person,160,34,286,351
^004705.png,375,500,dog,67,92,294,458
^004707.png,640,480,car,58,168,593,414
^004710.png,500,333,car,56,18,471,295
^004710.png,500,333,car,239,18,454,98
